all_house_data.res_id,all_house_data.res_type,all_house_data.pc_detail_url,all_house_data.m_detail_url,all_house_data.city_name,all_house_data.area_name,all_house_data.business_circle_name,all_house_data.residential_name,all_house_data.property_address,all_house_data.house_type,all_house_data.build_area,all_house_data.orientation,all_house_data.floor,all_house_data.fitment_type,all_house_data.price,all_house_data.apartment_type,all_house_data.rent_type,all_house_data.audit_status,all_house_data.audit_time,all_house_data.wbo_call_count,all_house_data.wbo_mobile_call_count,all_house_data.house_room_features,all_house_data.datestr
1078238,HOUSE,http://www.ishangzu.com/zheng/1078238.html,http://m.ishangzu.com/hz/zheng/1078238.html,杭州市,拱墅区,大关,大关东七苑,大关东七苑3幢2单元0102室,2-1-1-1-1,59.24,东北,1|7,简装,2100.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078264,HOUSE,http://www.ishangzu.com/zheng/1078264.html,http://m.ishangzu.com/hz/zheng/1078264.html,杭州市,下城区,宝善,新华坊,新华坊50幢3单元0303室,1-1-1-1-1,33.00,北,3|7,简装,2800.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078286,HOUSE,http://www.ishangzu.com/zheng/1078286.html,http://m.ishangzu.com/hz/zheng/1078286.html,杭州市,下城区,宝善,东园z(37-72),东园z(37-72)49幢3单元0701室,3-1-1-1-1,77.53,北,7|0,简装,3800.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10783,APARTMENT,http://www.ishangzu.com/he/10783.html,http://m.ishangzu.com/hz/he/10783.html,杭州市,拱墅区,桥西,富越香郡,富越香郡2幢1单元0202室丁,4-2-1-1-1,6.00,北,2|32,精装修,1100.00,品牌公寓,合租,已下架,2017-04-09 18:32:17.0,0,0,,2017-04-14
1078310,HOUSE,http://www.ishangzu.com/zheng/1078310.html,http://m.ishangzu.com/hz/zheng/1078310.html,杭州市,西湖区,闲林,翡翠城,翡翠城丁香苑04幢2单元0101室,3-2-2-2,150.76,,1|6,简装,1800.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1078395,HOUSE,http://www.ishangzu.com/zheng/1078395.html,http://m.ishangzu.com/hz/zheng/1078395.html,杭州市,西湖区,null,人和家园,人和家园1幢2单元0401室,2-2-1-1,87.00,,4|18,简装,2200.00,,,申请已发布,2016-07-27 22:23:30.0,0,0,,2017-04-14
1078468,HOUSE,http://www.ishangzu.com/zheng/1078468.html,http://m.ishangzu.com/hz/zheng/1078468.html,杭州市,下城区,三塘,居仕公寓,居仕公寓1幢0715室,1-0-0-1-1,40.00,东,7|13,精装配置齐全,2050.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078540,HOUSE,http://www.ishangzu.com/zheng/1078540.html,http://m.ishangzu.com/hz/zheng/1078540.html,杭州市,下城区,流水苑,流水苑,流水苑3幢2单元0602室,1-1-1-1-1,34.00,南,6|7,简装,2200.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078545,HOUSE,http://www.ishangzu.com/zheng/1078545.html,http://m.ishangzu.com/hz/zheng/1078545.html,杭州市,西湖区,文苑,府苑新村,府苑新村3幢3单元0502室,2-2-1-1-1,90.00,东,5|6,精装配置齐全,3600.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078587,HOUSE,http://www.ishangzu.com/zheng/1078587.html,http://m.ishangzu.com/hz/zheng/1078587.html,杭州市,西湖区,九莲,高新大厦,高新大厦单栋1201室,1-0-1-1-0,100.00,南,12|20,简装,4600.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1078633,HOUSE,http://www.ishangzu.com/zheng/1078633.html,http://m.ishangzu.com/hz/zheng/1078633.html,杭州市,下城区,潮鸣,建德村,建德村5幢27号0102室,2-2-1-1-1,70.04,南,1|6,精装配置齐全,3400.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10787,APARTMENT,http://www.ishangzu.com/he/10787.html,http://m.ishangzu.com/hz/he/10787.html,杭州市,拱墅区,拱宸桥,天阳尚景国际,天阳尚景国际5幢1单元0203室乙,4-2-1-2-1,12.00,南,2|24,精装修,2050.00,品牌公寓,合租,已下架,2017-03-16 21:55:47.0,0,0,阳台,2017-04-14
1078795,HOUSE,http://www.ishangzu.com/zheng/1078795.html,http://m.ishangzu.com/hz/zheng/1078795.html,杭州市,下城区,宝善,树园z(1-33),树园z(1-33)18幢630401室,2-1-0-1-1,55.00,北,4|0,简装,3500.00,,,已下架,2017-04-20 18:59:00.0,0,0,,2017-04-14
1078806,HOUSE,http://www.ishangzu.com/zheng/1078806.html,http://m.ishangzu.com/hz/zheng/1078806.html,杭州市,江干区,下沙沿江,华元云水苑,华元云水苑14幢1单元0401室,3-2-2-1,102.00,南,3|7,简装,2100.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1078814,HOUSE,http://www.ishangzu.com/zheng/1078814.html,http://m.ishangzu.com/hz/zheng/1078814.html,杭州市,下城区,三塘,长德公寓,长德公寓10幢6单元0301室,2-1-1-1,65.58,,3|7,简装,2200.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078832,HOUSE,http://www.ishangzu.com/zheng/1078832.html,http://m.ishangzu.com/hz/zheng/1078832.html,杭州市,西湖区,申花,望月公寓,望月公寓桃花苑8幢4单元0102室,1-0-1-1-0,22.00,西,1|7,简装,1000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078889,HOUSE,http://www.ishangzu.com/zheng/1078889.html,http://m.ishangzu.com/hz/zheng/1078889.html,杭州市,下城区,西湖文化广场,现代城建大厦,现代城建大厦单栋0806室,1-0-0-0-0,80.00,南,8|30,简装,6000.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1078903,HOUSE,http://www.ishangzu.com/zheng/1078903.html,http://m.ishangzu.com/hz/zheng/1078903.html,杭州市,下城区,孩儿巷,仙林苑,仙林苑15幢3单元1102室,3-2-1-2-1,125.00,南,11|18,精装配置齐全,6700.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078906,HOUSE,http://www.ishangzu.com/zheng/1078906.html,http://m.ishangzu.com/hz/zheng/1078906.html,杭州市,西湖区,保俶路,王家弄,王家弄7幢0702室,2-1-1-1-1,60.00,北,7|7,简装,2300.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1078962,HOUSE,http://www.ishangzu.com/zheng/1078962.html,http://m.ishangzu.com/hz/zheng/1078962.html,杭州市,江干区,下沙沿江,铭和苑,铭和苑东区7幢3单元0501室,2-2-1-1-1,88.70,北,5|15,简装,2000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1079,APARTMENT,http://www.ishangzu.com/he/1079.html,http://m.ishangzu.com/hz/he/1079.html,杭州市,西湖区,西溪,西溪水岸花苑,西溪水岸花苑1幢1单元0802乙,3-1-1-1-2,13.00,南,8|8,精装修,1500.00,品牌公寓,合租,申请已发布,2017-03-10 17:46:43.0,0,0,,2017-04-14
1079006,HOUSE,http://www.ishangzu.com/zheng/1079006.html,http://m.ishangzu.com/hz/zheng/1079006.html,杭州市,西湖区,翠苑,翠苑二区,翠苑二区1幢3单元0102室,1-1-1-1-1,36.00,南,1|7,精装配置齐全,2100.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1079017,HOUSE,http://www.ishangzu.com/zheng/1079017.html,http://m.ishangzu.com/hz/zheng/1079017.html,杭州市,下城区,和平,现代置业大厦,现代置业大厦东楼0318室,1-0-0-0-0,138.00,南,3|30,简装,8000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1079048,HOUSE,http://www.ishangzu.com/zheng/1079048.html,http://m.ishangzu.com/hz/zheng/1079048.html,杭州市,西湖区,闲林,盛世嘉园,盛世嘉园盛利苑08幢1单元0101室,4-2-1-2-3,150.00,东南,1|5,毛坯,1500.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1079070,HOUSE,http://www.ishangzu.com/zheng/1079070.html,http://m.ishangzu.com/hz/zheng/1079070.html,杭州市,下城区,宝善,温馨家园,温馨家园2幢2单元0602室,2-1-1-1-1,65.07,南,6|8,精装配置齐全,4000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1079101,HOUSE,http://www.ishangzu.com/zheng/1079101.html,http://m.ishangzu.com/hz/zheng/1079101.html,杭州市,下城区,潮鸣,水陆寺巷,水陆寺巷7幢3单元0601室,2-1-0-1-1,44.87,南,6|7,简装,3100.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1079183,HOUSE,http://www.ishangzu.com/zheng/1079183.html,http://m.ishangzu.com/hz/zheng/1079183.html,杭州市,上城区,四季青,莫邪塘南村,莫邪塘南村21幢2单元0405室,2-1-1-1-1,52.00,东北,4|7,简装,2000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1079457,HOUSE,http://www.ishangzu.com/zheng/1079457.html,http://m.ishangzu.com/hz/zheng/1079457.html,杭州市,下城区,武林,环西新村,环西新村35幢65号0502室,2-1-1-1-1,56.00,南,5|5,简装,2150.00,,,申请已发布,2016-07-27 22:23:30.0,0,0,,2017-04-14
1079730,HOUSE,http://www.ishangzu.com/zheng/1079730.html,http://m.ishangzu.com/hz/zheng/1079730.html,杭州市,西湖区,益乐,世纪新城,世纪新城15幢1单元1509室,1-0-0-1-0,33.80,西北,15|27,精装配置齐全,2700.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080058,HOUSE,http://www.ishangzu.com/zheng/1080058.html,http://m.ishangzu.com/hz/zheng/1080058.html,杭州市,西湖区,申花,耀江文鼎苑,耀江文鼎苑11幢1603室,1-1-1-1-1,60.00,南,16|25,简装,2100.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080115,HOUSE,http://www.ishangzu.com/zheng/1080115.html,http://m.ishangzu.com/hz/zheng/1080115.html,杭州市,拱墅区,米市巷,美都广场,美都广场E座1单元0307室,1-0-1-1-0,38.42,南,3|18,精装配置齐全,2700.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080237,HOUSE,http://www.ishangzu.com/zheng/1080237.html,http://m.ishangzu.com/hz/zheng/1080237.html,杭州市,西湖区,保俶路,保俶路,保俶路206号2单元0205室,2-1-1-1-1,60.00,北,2|5,简装,2800.00,,,已下架,2017-02-28 18:17:24.0,0,0,,2017-04-14
1080265,HOUSE,http://www.ishangzu.com/zheng/1080265.html,http://m.ishangzu.com/hz/zheng/1080265.html,杭州市,江干区,三里亭,三里亭二区,三里亭二区18幢1单元0601室,3-2-1-2,80.00,,6|7,精装配置齐全,1800.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1080298,HOUSE,http://www.ishangzu.com/zheng/1080298.html,http://m.ishangzu.com/hz/zheng/1080298.html,杭州市,拱墅区,拱宸桥,大浒东苑,大浒东苑28幢3单元1102室,1-1-1-1-1,40.00,北,11|28,简装,2250.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080324,HOUSE,http://www.ishangzu.com/zheng/1080324.html,http://m.ishangzu.com/hz/zheng/1080324.html,杭州市,上城区,吴山,柳浪新苑,柳浪新苑28幢1单元0302室,2-1-1-1-1,50.00,南,3|7,精装配置齐全,4500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080355,HOUSE,http://www.ishangzu.com/zheng/1080355.html,http://m.ishangzu.com/hz/zheng/1080355.html,杭州市,下城区,宝善,宝善公寓,宝善公寓1幢1单元0303室,1-1-0-1-1,67.00,南,3|28,精装配置齐全,3900.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080365,HOUSE,http://www.ishangzu.com/zheng/1080365.html,http://m.ishangzu.com/hz/zheng/1080365.html,杭州市,西湖区,闲林,岸上蓝山,岸上蓝山星河苑18幢1单元0502室,3-2-2-2,122.00,,5|6,毛坯,1000.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1080387,HOUSE,http://www.ishangzu.com/zheng/1080387.html,http://m.ishangzu.com/hz/zheng/1080387.html,杭州市,西湖区,九莲,枫华府第(1-21),枫华府第(1-21)6幢1单元1503室,1-0-1-1-1,46.03,南,15|32,精装配置齐全,3800.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080406,HOUSE,http://www.ishangzu.com/zheng/1080406.html,http://m.ishangzu.com/hz/zheng/1080406.html,杭州市,上城区,解百,羊血弄,羊血弄6号1单元0303室,2-1-1-1-1,60.00,东北,3|7,简装,4000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080471,HOUSE,http://www.ishangzu.com/zheng/1080471.html,http://m.ishangzu.com/hz/zheng/1080471.html,杭州市,西湖区,null,爵士风情,爵士风情韵境苑13幢1单元0102室,2-2-1-1,100.00,,1|6,毛坯,800.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1080628,HOUSE,http://www.ishangzu.com/zheng/1080628.html,http://m.ishangzu.com/hz/zheng/1080628.html,杭州市,下城区,西湖文化广场,中山北路,中山北路569栋4单元0602室,3-1-1-1-1,77.00,南,6|8,简装,2800.00,,,已下架,2017-02-28 18:17:24.0,0,0,,2017-04-14
1080644,HOUSE,http://www.ishangzu.com/zheng/1080644.html,http://m.ishangzu.com/hz/zheng/1080644.html,杭州市,下城区,和平,联锦大厦,联锦大厦A座1503室,1-0-1-0-0,190.00,南,15|32,简装,12000.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
10807,APARTMENT,http://www.ishangzu.com/he/10807.html,http://m.ishangzu.com/hz/he/10807.html,杭州市,拱墅区,拱宸桥,天阳尚景国际,天阳尚景国际6幢2单元1704室甲,4-2-1-2-2,15.10,南,17|30,精装修,2350.00,品牌公寓,合租,已下架,2017-03-26 17:27:29.0,0,0,,2017-04-14
1080771,HOUSE,http://www.ishangzu.com/zheng/1080771.html,http://m.ishangzu.com/hz/zheng/1080771.html,杭州市,下城区,武林,直戒坛寺巷,直戒坛寺巷23幢2单元0102室,2-1-1-1-1,65.00,北,1|7,简装,2500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080775,HOUSE,http://www.ishangzu.com/zheng/1080775.html,http://m.ishangzu.com/hz/zheng/1080775.html,杭州市,西湖区,黄龙,黄龙雅苑,黄龙雅苑5幢4单元1006室,1-1-1-1-1,55.00,北,10|32,精装配置齐全,4300.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080819,HOUSE,http://www.ishangzu.com/zheng/1080819.html,http://m.ishangzu.com/hz/zheng/1080819.html,杭州市,西湖区,九莲,枫华府第(1-21),枫华府第(1-21)6幢1单元1814室,1-0-0-1-1,58.30,南,18|32,精装配置齐全,4500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1080821,HOUSE,http://www.ishangzu.com/zheng/1080821.html,http://m.ishangzu.com/hz/zheng/1080821.html,杭州市,下城区,和平,平凡里公寓,平凡里公寓2幢4单元0601室,3-2-1-2-2,150.00,南,6|7,精装配置齐全,5700.00,,,已下架,2017-04-12 15:59:00.0,0,0,,2017-04-14
1080837,HOUSE,http://www.ishangzu.com/zheng/1080837.html,http://m.ishangzu.com/hz/zheng/1080837.html,杭州市,西湖区,文教,华门自由21世纪公寓,华门自由21世纪公寓B座2201室,3-2-0-1-1,105.00,南,2|35,精装配置齐全,8000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10809,APARTMENT,http://www.ishangzu.com/he/10809.html,http://m.ishangzu.com/hz/he/10809.html,杭州市,拱墅区,拱宸桥,天阳尚景国际,天阳尚景国际6幢2单元1704室丙,4-2-1-2-2,11.60,西,17|30,精装修,1700.00,品牌公寓,合租,已下架,2017-03-16 17:54:49.0,0,0,,2017-04-14
1080907,HOUSE,http://www.ishangzu.com/zheng/1080907.html,http://m.ishangzu.com/hz/zheng/1080907.html,杭州市,下城区,石桥,北景园,北景园菊香苑04幢3单元0601室,5-2-1-2-2,161.00,南,6|6,毛坯,2000.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1081,APARTMENT,http://www.ishangzu.com/he/1081.html,http://m.ishangzu.com/hz/he/1081.html,杭州市,西湖区,西溪,西溪水岸花苑,西溪水岸花苑1幢1单元0802丙,3-1-1-1-2,8.00,北,8|8,精装修,1200.00,品牌公寓,合租,已下架,2017-03-17 12:25:28.0,0,0,飘窗,2017-04-14
1081031,HOUSE,http://www.ishangzu.com/zheng/1081031.html,http://m.ishangzu.com/hz/zheng/1081031.html,杭州市,江干区,景芳,三新家园,三新家园东区30幢1单元1302室,2-1-1-1-1,74.00,北,13|22,简装,2500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081049,HOUSE,http://www.ishangzu.com/zheng/1081049.html,http://m.ishangzu.com/hz/zheng/1081049.html,杭州市,上城区,吴山,后市街小区,后市街小区23号5单元0701,2-1-1-1-1,68.36,南,7|7,简装,3100.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081239,HOUSE,http://www.ishangzu.com/zheng/1081239.html,http://m.ishangzu.com/hz/zheng/1081239.html,杭州市,拱墅区,大关,香积寺巷,香积寺巷70号3单元0402室,2-2-1-1-1,61.00,北,4|7,简装,1500.00,,,已下架,2016-12-07 15:45:32.0,0,0,,2017-04-14
1081268,HOUSE,http://www.ishangzu.com/zheng/1081268.html,http://m.ishangzu.com/hz/zheng/1081268.html,杭州市,下城区,潮鸣,天安假日,天安假日2幢1单元501C室,1-0-0-1-1,35.00,南,5|30,简装,2700.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081289,HOUSE,http://www.ishangzu.com/zheng/1081289.html,http://m.ishangzu.com/hz/zheng/1081289.html,杭州市,上城区,近江,天福花园,天福花园10幢2单元0201室,2-2-1-1-1,86.67,东南,2|8,精装配置齐全,2450.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081290,HOUSE,http://www.ishangzu.com/zheng/1081290.html,http://m.ishangzu.com/hz/zheng/1081290.html,杭州市,下城区,庆春,东方金座,东方金座A座0605室,1-1-1-1-0,90.00,西南,6|28,精装配置齐全,9000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081305,HOUSE,http://www.ishangzu.com/zheng/1081305.html,http://m.ishangzu.com/hz/zheng/1081305.html,杭州市,下城区,和平,五里塘苑,五里塘苑13幢2单元1002室,2-2-0-1-1,93.00,南,10|23,精装配置齐全,4500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081328,HOUSE,http://www.ishangzu.com/zheng/1081328.html,http://m.ishangzu.com/hz/zheng/1081328.html,杭州市,下城区,和平,焦家里,焦家里二弄3幢3单元0501室,2-1-1-1-1,61.00,北,5|7,简装,3000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081367,HOUSE,http://www.ishangzu.com/zheng/1081367.html,http://m.ishangzu.com/hz/zheng/1081367.html,杭州市,下城区,和平,德胜东村,德胜东村15幢4单元102室,2-1-1-1-1,71.00,北,1|6,简装,2200.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10814,APARTMENT,http://www.ishangzu.com/he/10814.html,http://m.ishangzu.com/hz/he/10814.html,杭州市,滨江区,奥体,龙湖春江彼岸,龙湖春江彼岸13幢1单元2602室甲,4-2-1-1-1,10.00,南,26|40,精装修,1800.00,品牌公寓,合租,已下架,2017-03-22 17:11:32.0,0,0,阳台,2017-04-14
1081451,HOUSE,http://www.ishangzu.com/zheng/1081451.html,http://m.ishangzu.com/hz/zheng/1081451.html,杭州市,下城区,三塘,三塘南村,三塘南村7幢2单元0602室,2-1-1-1-1,64.00,南,6|7,简装,2200.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081459,HOUSE,http://www.ishangzu.com/zheng/1081459.html,http://m.ishangzu.com/hz/zheng/1081459.html,杭州市,下城区,武林,金祝新村,金祝新村2栋5单元0502室,2-1-1-1-1,60.00,南,5|6,简装,3000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081605,HOUSE,http://www.ishangzu.com/zheng/1081605.html,http://m.ishangzu.com/hz/zheng/1081605.html,杭州市,下城区,潮鸣,凤起都市花园,凤起都市花园1幢1单元0601室,2-2-0-1-1,105.00,南,6|20,精装配置齐全,6900.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081650,HOUSE,http://www.ishangzu.com/zheng/1081650.html,http://m.ishangzu.com/hz/zheng/1081650.html,杭州市,拱墅区,拱宸桥,荣华里,荣华里13幢2单元0603室,2-1-1-1-1,54.03,南,6|6,简装,1570.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081658,HOUSE,http://www.ishangzu.com/zheng/1081658.html,http://m.ishangzu.com/hz/zheng/1081658.html,杭州市,下城区,流水苑,流水苑,流水苑27幢2单元0502室,2-1-0-1-1,51.00,南,5|7,简装,3500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10817,APARTMENT,http://www.ishangzu.com/he/10817.html,http://m.ishangzu.com/hz/he/10817.html,杭州市,滨江区,西兴,中天官河锦庭,中天官河锦庭6幢1单元1702室乙,3-1-1-2-1,7.00,南,17|30,精装修,1800.00,品牌公寓,合租,申请已发布,2017-03-21 11:02:00.0,0,0,飘窗,2017-04-14
1081703,HOUSE,http://www.ishangzu.com/zheng/1081703.html,http://m.ishangzu.com/hz/zheng/1081703.html,杭州市,江干区,null,美达浅草名苑,美达浅草名苑4幢2单元1102室,3-2-1-2-2,126.00,东,11|20,毛坯,2000.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1081735,HOUSE,http://www.ishangzu.com/zheng/1081735.html,http://m.ishangzu.com/hz/zheng/1081735.html,杭州市,下城区,三塘,三塘北村,三塘北村21幢2单元0401室,2-1-0-1-1,58.00,南,4|7,简装,1900.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10818,APARTMENT,http://www.ishangzu.com/he/10818.html,http://m.ishangzu.com/hz/he/10818.html,杭州市,滨江区,西兴,中天官河锦庭,中天官河锦庭6幢1单元1702室丙,3-1-1-2-1,8.80,北,17|30,精装修,1700.00,品牌公寓,合租,申请已发布,2017-03-21 11:01:57.0,0,0,飘窗,2017-04-14
1081858,HOUSE,http://www.ishangzu.com/zheng/1081858.html,http://m.ishangzu.com/hz/zheng/1081858.html,杭州市,下城区,朝晖,朝晖三区,朝晖三区11幢2单元0702室,2-1-1-1-1,33.77,南,7|7,精装配置齐全,2200.00,,,已下架,2017-04-12 16:59:00.0,0,0,,2017-04-14
1081887,HOUSE,http://www.ishangzu.com/zheng/1081887.html,http://m.ishangzu.com/hz/zheng/1081887.html,杭州市,下城区,潮鸣,天安假日,天安假日2幢1单元1103室,2-2-1-1-1,87.20,东北,11|30,精装配置齐全,5000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081926,HOUSE,http://www.ishangzu.com/zheng/1081926.html,http://m.ishangzu.com/hz/zheng/1081926.html,杭州市,西湖区,黄龙,庆丰公寓,庆丰公寓西楼1504室,2-2-1-1-1,80.00,,15|20,精装配置齐全,3500.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081941,HOUSE,http://www.ishangzu.com/zheng/1081941.html,http://m.ishangzu.com/hz/zheng/1081941.html,杭州市,西湖区,九莲,枫华府第(1-21),枫华府第(1-21)04幢1单元0301室,3-2-1-2-2,152.00,南,3|0,精装配置齐全,8500.00,,,申请已发布,2016-07-27 22:23:30.0,0,0,,2017-04-14
1081947,HOUSE,http://www.ishangzu.com/zheng/1081947.html,http://m.ishangzu.com/hz/zheng/1081947.html,杭州市,下城区,天水,皇亲苑,皇亲苑6幢2单元0701室,2-2-1-1-1,97.00,南,7|7,精装配置齐全,6000.00,,,申请已发布,2016-07-27 22:23:30.0,0,0,,2017-04-14
1081975,HOUSE,http://www.ishangzu.com/zheng/1081975.html,http://m.ishangzu.com/hz/zheng/1081975.html,杭州市,西湖区,三墩,三坝雅苑,三坝雅苑10幢2单元0601室,1-0-1-1-1,30.00,南,6|6,简装,1600.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1081977,HOUSE,http://www.ishangzu.com/zheng/1081977.html,http://m.ishangzu.com/hz/zheng/1081977.html,杭州市,西湖区,益乐,世纪新城,世纪新城15幢1909室,1-0-1-1-0,33.80,北,19|27,精装配置齐全,2600.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1082025,HOUSE,http://www.ishangzu.com/zheng/1082025.html,http://m.ishangzu.com/hz/zheng/1082025.html,杭州市,江干区,三里亭,白云大厦,白云大厦1幢1单元0616室,1-0-1-1,40.00,,6|60,简装,1600.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1082044,HOUSE,http://www.ishangzu.com/zheng/1082044.html,http://m.ishangzu.com/hz/zheng/1082044.html,杭州市,上城区,吴山,荷花池头,荷花池头荷花池头36号5单元0102室,1-1-1-1-1,55.00,,1|7,精装配置齐全,3000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1082048,HOUSE,http://www.ishangzu.com/zheng/1082048.html,http://m.ishangzu.com/hz/zheng/1082048.html,杭州市,西湖区,三墩,天阳美林湾,天阳美林湾绿岸苑03幢1单元0203室,3-2-1-2-2,116.00,,2|18,精装配置齐全,3800.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1082180,HOUSE,http://www.ishangzu.com/zheng/1082180.html,http://m.ishangzu.com/hz/zheng/1082180.html,杭州市,下城区,潮鸣,濮家弄,濮家弄3号0701室,2-2-1-1-1,80.00,南,7|7,精装配置齐全,3900.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10822,APARTMENT,http://www.ishangzu.com/he/10822.html,http://m.ishangzu.com/hz/he/10822.html,杭州市,拱墅区,桥西,富越香郡,富越香郡4幢1单元1502室乙,3-1-1-1-2,10.00,南,15|32,精装修,1650.00,品牌公寓,合租,已下架,2017-03-15 13:11:19.0,0,0,阳台,2017-04-14
1082292,HOUSE,http://www.ishangzu.com/zheng/1082292.html,http://m.ishangzu.com/hz/zheng/1082292.html,杭州市,拱墅区,大关,大关南二苑,大关南二苑7幢3单元0102室,2-1-1-1-1,62.54,南,1|7,简装,1509.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
10823,APARTMENT,http://www.ishangzu.com/he/10823.html,http://m.ishangzu.com/hz/he/10823.html,杭州市,拱墅区,桥西,富越香郡,富越香郡4幢1单元1502室丙,3-1-1-1-2,8.00,南,15|32,精装修,1500.00,品牌公寓,合租,已下架,2017-02-10 20:40:03.0,0,0,阳台,2017-04-14
1082308,HOUSE,http://www.ishangzu.com/zheng/1082308.html,http://m.ishangzu.com/hz/zheng/1082308.html,杭州市,上城区,菜市桥,锦花苑,锦花苑1幢1单元0601室,3-2-1-2-1,130.00,,6|7,简装,6000.00,,,已下架,2017-03-06 12:09:11.0,0,0,,2017-04-14
1082321,HOUSE,http://www.ishangzu.com/zheng/1082321.html,http://m.ishangzu.com/hz/zheng/1082321.html,杭州市,江干区,下沙金沙湖,景园小区,景园小区14幢3单元1001室,2-1-1-1,88.87,,10|12,毛坯,1200.00,,,已下架,2016-07-27 22:23:30.0,0,0,,2017-04-14
1082421,HOUSE,http://www.ishangzu.com/zheng/1082421.html,http://m.ishangzu.com/hz/zheng/1082421.html,杭州市,下城区,武林,环西新村,环西新村33幢2单元0301室,3-1-1-2-1,110.00,,3|6,简装,5500.00,,,申请已发布,2016-07-27 22:23:30.0,0,0,,2017-04-14
